Order	Family	Genus	Species	Ts	Te	Ts_sd	Te_sd
Orectolobiformes	Hemiscylliidae	Acanthoscyllium	Acanthoscyllium_sahelalmae	85.3711986448859	83.904676644063	0.667425500277351	0.701426747337221
Orectolobiformes	Hemiscylliidae	Adnetoscyllium	Adnetoscyllium_angloparisensis	86.2500601342114	80.2140220887645	0.667509408437113	0.298013074766379
Orectolobiformes	Hemiscylliidae	Almascyllium	Almascyllium_cheikheliasi	85.3665675340729	83.9235367379345	0.630354034853976	0.605158799096179
Orectolobiformes	Orectolobiformes_incert._fam.	Annea	Annea_altucuspis	166.45577374157	159.72240813015	0.605531192702122	1.46094232977364
Orectolobiformes	Orectolobiformes_incert._fam.	Annea	Annea_carinata	174.046800391987	167.761949483861	1.44405551726306	0.622364912436743
Orectolobiformes	Orectolobiformes_incert._fam.	Annea	Annea_maubeugei	182.595361483943	176.006773874933	2.13238037918007	2.47233207027502
Orectolobiformes	Orectolobiformes_incert._fam.	Annea	Annea_myriacuspis	165.884283049775	163.806704933523	0.939041576272235	0.958189723092065
Orectolobiformes	Brachaeluridae	Brachaelurid_(gen._nov.)	Brachaelurid_(gen._nov.)_roklumensis	130.066836363003	127.994196260931	1.21636988166257	1.19130033941209
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_alhaulfi	129.669728926823	127.567709114479	1.19811617945613	1.18862829043138
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_bighornensis	89.3547377751672	71.739695945417	1.02305491824084	1.27790798210226
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_brachyplicatum	99.1546307657927	97.8137017442904	1.41418118555938	1.26147642700062
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_clementsi	78.099572688702	76.3241001730157	3.14046923808685	3.30531629768181
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_decipiens	100.802318730012	86.875132880891	0.775349780217566	0.827854074903601
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_estesi	80.2357114288773	65.8634565826725	2.58530843343812	0.758217083782634
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_hashimiaensis	85.2100823746559	83.743650669511	0.605455567291244	0.563399184907294
